,title,rating,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,est_price,roast_level,roaster,roaster_location,dollars_per_ounce
577,Blossom Blend Espresso,93,8.0,9,8,9,"['evaluated', 'as', 'espresso', 'delicately', 'fruit-forward', 'floral-toned', 'raspberry', 'jam', 'cocoa', 'nib', 'cherry', 'blossom', 'cedar', 'molasses', 'in', 'aroma', 'and', 'small', 'cup', 'satiny', 'mouthfeel;', 'sweetly', 'tart', 'fruit-driven', 'finish', 'in', 'cappuccino-scaled', 'milk', 'cocoa', 'notes', 'are', 'amplified', 'and', 'tart', 'fruit', 'notes', 'round', 'to', 'gentle', 'sweetness\n']",Ethiopia; El Salvador,19.50/12 ounces,Medium-Light,Regent Coffee,"Glendale, California",1.625
578,Honduras Finca Las Moras Parainema Yellow Honey,93,8.0,9,9,9,"['crisply', 'sweet', 'richly', 'resonant', 'red', 'apple', 'almond', 'butter', 'cane', 'sugar', 'fresh-cut', 'oak', 'lily', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'pert', 'acidity;', 'full', 'syrupy', 'mouthfeel', 'the', 'finish', 'centers', 'around', 'almond', 'oak', 'and', 'crisp', 'apple']","Siguatepeque, Comayagua Department, Honduras",16.95/12 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana",1.4125
579,Colombia La Esperanza Potosí Anaerobic Process,94,8.0,9,9,9,"['deeply', 'pungent', 'richly', 'sweet-savory', 'dark', 'chocolate', 'cranberry', 'sauce', 'orange', 'blossom', 'lemon-thyme', 'a', 'hint', 'of', 'wine', 'barrel', 'in', 'aroma', 'and', 'cup', 'brightly', 'sweet-savory', 'with', 'winy', 'acidity;', 'very', 'full', 'creamy', 'mouthfeel', 'finish', 'consolidates', 'to', 'notes', 'of', 'dark', 'chocolate', 'and', 'cranberry', 'sauce', 'with', 'undertones', 'of', 'wine', 'barrel']","Caicedonia, Valle de Cauca Department, Colombia",18.95/12 ounces,Medium-Light,Durango Coffee Company,"Durango, Colorado",1.5791666666666666
580,Peru Finca Churupampa,93,8.0,9,9,9,"['chocolaty', 'deep-toned', 'baking', 'chocolate', 'hazelnut', 'gardenia', 'molasses', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet', 'in', 'structure', 'with', 'gentle', 'round', 'acidity;', 'plush', 'satiny', 'mouthfeel', 'chocolaty', 'richly', 'nut-framed', 'finish']","Chirinos, San Ignacio Province, Peru",16.95/12 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana",1.4125
581,Yemen Sana’a,93,8.0,9,9,9,"['elegantly', 'fruit-toned', 'richly', 'sweet', 'dried', 'black', 'cherry', 'pipe', 'tobacco', 'almond', 'vanilla', 'honeysuckle', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'gently', 'brisk', 'acidity;', 'very', 'syrupy-smooth', 'mouthfeel', 'the', 'finish', 'consolidates', '', 'vanilla', 'and', 'cherry', 'notes', 'supported', 'by', 'pipe', 'tobacco']","Sana’a Governorate, Yemen",32.00/6 ounces,Light,Equator Coffees,"San Rafael, California",5.333333333333333
582,Yemen Mocha Haimi,93,8.0,9,9,9,"['quietly', 'complex', 'gently', 'bright', 'macadamia', 'nut', 'baking', 'chocolate', 'magnolia', 'blackberry', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'gentle', 'round', 'acidity;', 'full', 'syrupy', 'mouthfeel', 'the', 'resonant', 'finish', 'centers', 'around', 'notes', 'of', 'crisp', 'chocolate', 'and', 'cedar']","Al Hayma District, Sana’a Governorate, Yemen",40.00/8 ounces,Medium-Light,Dragonfly Coffee Roasters,"Henderson, Nevada",5.0
583,Yemen Mokha Matari,93,8.0,9,8,9,"['sweetly', 'pungent', 'chocolate-driven', 'richly', 'earth-toned', 'dark', 'chocolate', 'lavender', 'cedar', 'persimmon', 'sarsaparilla', 'in', 'aroma', 'and', 'cup', 'balanced', 'pleasingly', 'bittersweet', 'structure', 'with', 'bright', 'acidity;', 'satiny', 'mouthfeel', 'the', 'finish', 'consolidates', 'to', 'notes', 'of', 'dark', 'chocolate', 'and', 'sarsaparilla']","Bani Matar, Sana’a Governorate, Yemen",10.00/4 ounces,Medium-Light,Collage Coffee,"Grove City, Pennsylvania",2.5
584,Yemen Port of Mokha Al-Jabal,94,8.0,9,9,9,"['big', 'nuanced', 'multi-faceted', 'fresh', 'black', 'currant', 'bergamot', 'pink', 'grapefruit', 'sandalwood', 'maple', 'syrup', 'in', 'aroma', 'and', 'cup', 'deeply', 'sweet', 'with', 'bright', 'juicy-tart', 'acidity;', 'crisply', 'satiny', 'mouthfeel', 'delicately', 'sweet', 'citrusy', 'finish', 'with', 'sandalwood', 'undertones']","Jabal Haraz, Sana’a Governorate, Yemen",29.99/5 ounces,Medium-Light,Chromatic Coffee,"San Jose, California",5.997999999999999
585,FTO Ethiopian,92,8.0,9,8,9,"['deep-toned', 'sweet', 'chocolaty', 'baking', 'chocolate', 'golden', 'raisin', 'molasses', 'baking', 'spices', 'fresh-cut', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'gentle', 'round', 'acidity;', 'very', 'full', 'velvety', 'mouthfeel', 'crisply', 'sweet', 'chocolaty', 'finish']","Yirgacheffe growing region, southern Ethiopia",13.95/12 ounces,Medium-Light,Mystic Monk Coffee,"Meeteetse, Wyoming",1.1625
586,Indonesian Island Blend,92,8.0,8,9,9,"['earthy-rich', 'deep-toned', 'the', 'odor', 'of', 'oak', 'forest', 'dark', 'chocolate', 'hazelnut', 'butter', 'magnolia', 'orange', 'zest', 'in', 'aroma', 'and', 'cup', 'richly', 'bittersweet', 'structure', 'with', 'brisk', 'acidity;', 'plush', 'creamy', 'mouthfeel', 'the', 'sweet', 'finish', 'centers', 'around', 'notes', 'of', 'dark', 'chocolate', 'and', 'aromatic', 'oak']","Java, Flores and Sumatra, Indonesia",14.99/12 ounces,Medium,Mystic Monk Coffee,"Meeteetse, Wyoming",1.2491666666666668
587,Elida Estate ASD Natural Catuai 15,94,8.0,9,9,9,"['intensely', 'aromatic', 'richly', 'fruit-driven', 'dark', 'chocolate', 'fermented', 'pomegranate', 'juice', 'gardenia', 'sassafras', 'meyer', 'lemon', 'zest', 'in', 'aroma', 'and', 'cup', 'sweet-savory', 'structure', 'with', 'richly', 'bittersweet', 'juicy', 'acidity;', 'syrupy-smooth', 'mouthfeel', 'chocolaty', 'and', 'floral', 'in', 'the', 'finish', 'with', 'a', 'deliberate', 'hint', 'of', 'ferment']","Boquete growing region, western Panama",30.00/12 ounces,Medium-Light,Dragonfly Coffee Roasters,"Henderson, Nevada",2.5
588,Banko Gotiti Natural,93,8.0,9,9,9,"['intensely', 'fruit-driven', 'richly', 'sweet-tart', 'raspberry', 'jam', 'maple', 'syrup', 'cocoa', 'nib', 'fresh-cut', 'fir', 'jasmine', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'gently', 'tart', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'fruit-toned', 'finish', 'with', 'undertones', 'of', 'maple', 'syrup', 'and', 'fir']","Kochere, Yirgacheffe growing region, Ethiopia",20.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.6666666666666667
589,Elida Estate Dragonfly Catuai Lot 13,94,7.0,10,9,9,"['crisply', 'sweet-tart', 'richly', 'wood-framed', 'rhododendron', 'blueberry', 'rum', 'barrel', 'chocolate', 'fudge', 'pecan', 'praline', 'in', 'aroma', 'and', 'cup', 'brightly', 'sweet', 'structure', 'with', 'winy', 'acidity;', 'viscous', 'satiny', 'mouthfeel', 'crisp', 'drying', 'finish', 'that', 'leads', 'with', 'notes', 'of', 'oak', 'barrel', 'and', 'deep', 'chocolate']","Boquete growing region, western Panama",22.50/12 ounces,Medium-Light,Dragonfly Coffee Roasters,"Henderson, Nevada",1.875
590,Kenya Gichathaini,95,9.0,9,9,9,"['high-toned', 'juicy', 'complex', 'red', 'currant', 'toffee', 'grapefruit', 'marmalade', 'star', 'jasmine', 'sandalwood', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'with', 'richly', 'vibrant', 'balanced', 'acidity;', 'very', 'full', 'syrupy-smooth', 'mouthfeel', 'the', 'resonant', 'lingering', 'finish', 'carries', 'forward', 'the', 'multi-layered', 'nuance', 'of', 'the', 'cup']","Mathira West District, Nyeri growing region, Kenya",24.95/12 ounces,Medium-Light,Roadmap CoffeeWorks,"Lexington, Virginia",2.0791666666666666
591,Ethiopia Gogogu Bekaka #1,94,8.0,9,9,9,"['delicately', 'citrus-', 'and', 'floral-toned', 'bergamot', 'star', 'jasmine', 'lemon', 'verbena', 'cocoa', 'nib', 'sandalwood', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'bright', 'vibrant', 'acidity;', 'lively', 'silky', 'mouthfeel', 'finish', 'consolidates', 'to', 'notes', 'of', 'cocoa', 'nib', 'and', 'star', 'jasmine']","Uraga, Guji Zone, Ethiopia",25.00/12 ounces,Light,Big Shoulders Coffee,"Chicago, Illinois",2.083333333333333
592,Colombia La Esperanza Anaerobic,94,8.0,9,9,9,"['deeply', 'rich', 'sweetly', 'savory', 'pomelo', 'myrrh', 'dried', 'apricot', 'dark', 'chocolate', 'the', 'pungent', 'herb', 'epazote', 'in', 'aroma', 'and', 'cup', 'juicy-sweet', 'structure', 'with', 'tart', 'zesty', 'acidity;', 'plush', 'creamy', 'mouthfeel', 'the', 'resonant', 'finish', 'centers', 'around', 'notes', 'of', 'apricot', 'and', 'chocolate', 'with', 'hints', 'of', 'tarragon']","Caicedonia, Valle de Cauca Department, Colombia",42.00/12 ounces,Medium-Light,Big Shoulders Coffee,"Chicago, Illinois",3.5
593,Organic Floyd Farmhouse Blend,93,8.0,9,9,9,"['crisply', 'chocolaty', 'sweetly', 'nut-toned', 'baking', 'chocolate', 'hazelnut', 'butter', 'magnolia', 'date', 'oak', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'with', 'pert', 'acidity;', 'plush', 'syrupy-smooth', 'mouthfeel', 'the', 'gentle', 'finish', 'centers', 'around', 'notes', 'of', 'baking', 'chocolate', 'and', 'hazelnut', 'with', 'magnolia', 'undertones']",Central America; Africa,13.99/12 ounces,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia",1.1658333333333333
594,Ethiopia Worka Sakaro Anaerobic Natural,94,8.0,9,9,9,"['deeply', 'and', 'richly', 'sweet', 'chocolate-', 'and', 'berry-toned', 'blackberry', 'dark', 'chocolate', 'fudge', 'almond', 'nougat', 'agave', 'syrup', 'fresh-cut', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'juicy-bright', 'acidity;', 'very', 'full', 'satiny', 'mouthfeel', 'the', 'crisp', 'finish', 'consolidates', 'to', 'notes', 'of', 'dark', 'chocolate', 'fudge', 'and', 'blackberry']","Gedeb District, Gedeo Zone, southern Ethiopia",19.49/12 ounces,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia",1.6241666666666663
595,Ethiopia Super Wush,95,9.0,9,9,9,"['sweetly', 'high-toned', 'fruit-forward', 'richly', 'aromatic', 'tangerine', 'jolly', 'rancher', 'dark', 'chocolate', 'wild', 'honey', 'narcissus', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'juicy', 'vibrant', 'acidity;', 'viscous', 'syrupy', 'mouthfeel', 'the', 'very', 'long', 'finish', 'leads', 'with', 'notes', 'of', 'dark', 'chocolate', 'and', 'jolly', 'rancher', 'in', 'the', 'short', 'rounding', 'to', 'narcissus', 'and', 'honey', 'in', 'the', 'long']","Sama, Ana Sora District, Oromia Region, Ethiopia",26.00/12 ounces,Light,Big Shoulders Coffee,"Chicago, Illinois",2.1666666666666665
596,Kenya Gachatha Nyeri AA,96,9.0,9,9,10,"['elegantly', 'bright', 'richly', 'juicy', 'elaborately', 'complete', 'toffee', 'pomelo', 'plum', 'marmalade', 'star', 'jasmine', 'sandalwood', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'lyrically', 'balanced', 'acidity;', 'syrupy', 'viscous', 'mouthfeel', 'resonant', 'long', 'satisfying', 'finish']","Nyeri growing region, south-central Kenya",22.49/12 ounces,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia",1.8741666666666663
597,Winter Wonder Blend,91,8.0,8,8,9,"['gently', 'fruit-forward', 'sweetly', 'nut-toned', 'dried', 'persimmon', 'baking', 'chocolate', 'lily', 'cashew', 'molasses', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'gentle', 'round', 'acidity;', 'smooth', 'satiny', 'mouthfeel', 'nut-toned', 'finish', 'with', 'hints', 'of', 'persimmon', 'and', 'lily']",Brazil; Honduras; Yemen,15.00/12 ounces,Medium,Baba Java Coffee,"Hoover, Alabama",1.25
598,Out of Africa Blend,92,8.0,9,8,9,"['richly', 'fruit-toned', 'with', 'savory', 'undercurrents', 'blueberry', 'molasses', 'hop', 'flowers', 'baking', 'chocolate', 'lemon-thyme', 'in', 'aroma', 'and', 'cup', 'appealingly', 'bittersweet', 'structure', 'with', 'gentle', 'round', 'acidity;', 'crisp', 'lightly', 'satiny', 'mouthfeel', 'berry-toned', 'finish', 'with', 'notes', 'of', 'molasses', 'and', 'lemon-thyme']",Kenya; Ethiopia,17.95/12 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana",1.4958333333333331
599,El Triunfo Mexico,93,8.0,9,8,9,"['chocolaty', 'and', 'juicy-bright', 'oreo', 'cookie', 'pomegranate', 'freesia', 'maple', 'syrup', 'tangerine', 'zest', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'high-toned', 'acidity;', 'crisp', 'velvety', 'mouthfeel', 'chocolaty', 'finish', 'with', 'undertones', 'of', 'freesia', 'and', 'maple', 'syrup', '']","Sierra Madre, Chiapas, Mexico",16.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.3333333333333333
600,Alaka Ethiopia,94,8.0,9,9,9,"['crisply', 'sweet-tart', 'balanced', 'pear', 'almond', 'butter', 'magnolia', 'baking', 'chocolate', 'molasses', 'in', 'aroma', 'and', 'cup', 'brightly', 'sweet-tart', 'structure', 'with', 'lively', 'acidity;', 'crisp', 'satiny', 'mouthfeel', 'finish', 'consolidates', 'to', 'notes', 'of', 'almond', 'pear', 'and', 'baking', 'chocolate']","Hambela Wamena, Guji Zone, Oromia, Ethiopia",18.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.5
601,Colombia La Riviera Sudan Rume,94,8.0,9,9,9,"['delicate', 'complex', 'rich-toned', 'cocoa', 'nib', 'persimmon', 'caramel', 'cardamom', 'fresh-cut', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet-savory', 'structure', 'with', 'balanced', 'bright', 'acidity;', 'lithe', 'satiny', 'mouthfeel', 'cocoa-toned', 'finish', 'with', 'undercurrents', 'of', 'caramel', 'and', 'cardamom', '']","Risaralda, Caldas Department, Colombia",11.99/4 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana",2.9975
602,Chelbesa Ethiopia,95,9.0,9,9,9,"['high-toned', 'richly', 'sweet-tart', 'mango', 'cocoa', 'nib', 'lemongrass', 'cedar', 'narcissus', 'in', 'aroma', 'and', 'cup', 'balanced', 'sweetly', 'tart', 'structure', 'with', 'lively', 'acidity;', 'syrupy-smooth', 'mouthfeel', 'the', 'long', 'sweetly', 'herb-toned', 'finish', 'leads', 'with', 'lemongrass', 'notes', 'with', 'undertones', 'of', 'crisp', 'cocoa', 'nib']","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",18.00/8 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",2.25
603,Ethiopia Guji Mormora Organic Natural,94,8.0,9,9,9,"['crisply', 'sweet-tart', 'cocoa-toned', 'narcissus', 'cocoa', 'nib', 'raspberry', 'tangerine', 'zest', 'white', 'peppercorn', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'gently', 'bright', 'acidity;', 'delicate', 'very', 'silky', 'mouthfeel', 'the', 'cocoa-toned', 'finish', 'is', 'supported', 'by', 'undertones', 'of', 'tangerine', 'zest', 'and', 'white', 'peppercorn', '']","Guji Zone, southern Ethiopia",18.95/12 ounces,Light,RamsHead Coffee Roasters,"Bozeman, Montana",1.5791666666666666
604,El Salvador El Matazano Pacamara,95,9.0,9,9,9,"['', 'deeply', 'sweet-savory', 'complex', 'layered', 'asian', 'pear', 'rhododendron', 'pomelo', 'nutella', 'candied', 'walnut', 'in', 'aroma', 'and', 'cup', 'richly', 'bittersweet', 'structure', 'with', 'gently', 'bright', 'acidity;', 'plush', 'syrupy-smooth', 'mouthfeel', 'resonant', 'long', 'flavor-laden', 'finish']","Chalatenango Department, El Salvador",21.00/12 ounces,Medium-Light,Bird Rock Coffee Roasters,"San Diego, California",1.75
605,Bekele Heto Natural Ethiopia,95,9.0,9,9,9,"['cleanly', 'fruit-toned', 'juicy', 'deep', 'raspberry', 'coulis', 'cocoa', 'nib', 'lavender', 'hazelnut', 'fresh-cut', 'oak', 'in', 'aroma', 'and', 'cup', 'high-toned', 'sweetly', 'tart', 'structure', 'with', 'juicy-vibrant', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'rich', 'inviting', 'flavor-saturated', 'finish']","Worka-Sakaro, Gedeb District, Gedeo Zone",19.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.5833333333333333
606,Ethiopia Microanaerobic Geisha,93,8.0,9,9,9,"['crisply', 'sweet-savory', 'blood', 'orange', 'dried', 'hibiscus', 'flowers', 'honey', 'baking', 'chocolate', 'mesquite', 'in', 'aroma', 'and', 'cup', 'sweet-savory', 'structure', 'with', 'bittersweet', 'acidity;', 'plush', 'creamy', 'mouthfeel', 'the', 'crisp', 'finish', 'consolidates', 'to', 'notes', 'of', 'blood', 'orange', 'and', 'baking', 'chocolate', 'with', 'honey', 'undertones']","Oromia growing region, southern Ethiopia",28.00/225 grams,Light,Wuguo Cafe,"Taipei, Taiwan",3.5279408505437
607,Costa Rica La Rejolla Washed Geisha,94,8.0,9,9,9,"['richly', 'aromatic', 'floral-toned', 'orange', 'blossom', 'baking', 'chocolate', 'vanilla', 'bean', 'apricot', 'the', 'scent', 'of', 'oak', 'forest', 'in', 'aroma', 'and', 'cup', 'crisply', 'sweet', 'structure', 'with', 'floral', 'acidity;', 'very', 'smooth', 'full', 'mouthfeel', 'the', 'chocolaty', 'finish', 'is', 'supported', 'by', 'notes', 'of', 'orange', 'blossom', 'and', 'vanilla', 'bean']","Lourdes de Naranjo, West Valley, Costa Rica",49.99/16 ounces,Medium-Light,Willoughby's Coffee & Tea,"Branford, Connecticut",3.124375
608,Colombia Granja La Esperanza Las Margaritas Gesha Honey,95,9.0,9,9,9,"['richly', 'sweet', 'deeply', 'aromatic', 'strawberry', 'guava', 'cocoa', 'nib', 'wild', 'honey', 'marjoram', 'lilac', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'richly', 'tart', 'acidity;', 'syrupy-smooth', 'mouthfeel', 'long', 'lingering', 'finish', 'with', 'strawberry', 'guava', 'and', 'cocoa', 'nib', 'in', 'front', 'and', 'wild', 'honey', 'and', 'marjoram', 'undertones\n']","Caicedonia, Valle del Cauca Department, Colombia",60.00/8 ounces,Light,PT's Coffee Roasting Co.,"Topeka, Kansas",7.5
609,Colombia Trujillo Experimental Process,94,8.0,9,9,9,"['citrus-', 'and', 'chocolate-toned', 'candied', 'mandarin', 'dark', 'chocolate', 'hazelnut', 'butter', 'wisteria', 'fresh-cut', 'oak', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'bright', 'balanced', 'acidity;', 'syrupy-smooth', 'mouthfeel', 'crisply', 'sweet', 'citrusy', 'finish', 'with', 'dark', 'chocolate', 'undertones']","Santa Barbara, Antioquia Department, Colombia",25.00/12 ounces,Medium-Light,Nostalgia Coffee Roasters,"San Diego, California",2.083333333333333
610,Ethiopia Durato Bombe Natural,94,8.0,9,9,9,"['richly', 'fruit-forward', 'chocolaty', 'dried', 'persimmon', 'chocolate', 'fudge', 'almond', 'brittle', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet-savory', 'structure', 'with', 'winy', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'the', 'rich-toned', 'finish', 'consolidates', 'to', 'dried', 'persimmon', 'chocolate', 'fudge', 'and', 'cedar']","Bombe mountains, Sidama Region, southern Ethiopia",22.00/12 ounces,Light,Oceana Coffee,"Tequesta, Florida",1.8333333333333333
611,Ethiopia Worka Sakaro Anaerobic Natural,94,8.0,9,9,9,"['richly', 'bittersweet', 'citrus-toned', 'bergamot', 'dark', 'chocolate', 'narcissus', 'cedar', 'molasses', 'in', 'aroma', 'and', 'cup', 'bittersweet', 'structure', 'with', 'vibrant', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'the', 'finish', 'centers', 'around', 'notes', 'of', 'dark', 'chocolate', 'and', 'bergamot']","Gedeb District, Gedeo Zone, southern Ethiopia",16.00/12 ounces,Medium,Red Rock Roasters,"Albuquerque, New Mexico",1.3333333333333333
612,Magnolia Blend Espresso,93,8.0,9,8,9,"['evaluated', 'as', 'espresso', 'sweet-toned', 'chocolaty', 'and', 'floral', 'dark', 'chocolate', 'pomegranate', 'freesia-like', 'flowers', 'cedar', 'caramel', 'in', 'aroma', 'and', 'cup', 'satiny-smooth', 'mouthfeel;', 'chocolaty', 'caramel-toned', 'finish', 'in', 'three', 'parts', 'milk', 'dessert-like', 'in', 'its', 'chocolaty', 'sweetness', 'and', 'floral', 'undertones']",Papua New Guinea; Costa Rica,16.00/12 ounces,Medium-Light,Magnolia Coffee,"Charlotte, North Carolina",1.3333333333333333
613,Ethiopia Buno Dambi Uddo,94,8.0,9,9,9,"['richly', 'aromatic', 'sweet-tart', 'watermelon', 'candy', 'dark', 'chocolate', 'freesia', 'and', 'hop', 'flowers', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'gently', 'bright', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'the', 'tart-leaning', 'finish', 'consolidates', 'to', 'notes', 'of', 'watermelon', 'candy', 'and', 'hop', 'flowers']","Odo Shakiso District, Western Guji, Ethiopia",25.00/12 ounces,Light,Jaunt Coffee Roasters,"San Diego, California",2.083333333333333
614,Ethiopia Shantawene Natural,95,9.0,9,9,9,"['juicy', 'fruit-toned', 'bright', 'and', 'lively', 'raspberry', 'jam', 'dark', 'chocolate', 'hop', 'flowers', 'thyme', 'wild', 'honey', 'in', 'aroma', 'and', 'cup', 'richly', 'bittersweet', 'in', 'structure', 'balanced', 'with', 'juicy', 'acidity;', 'very', 'smooth', 'syrupy', 'mouthfeel', 'the', 'finish', 'centers', 'around', 'notes', 'of', 'raspberry', 'and', 'dark', 'chocolate', 'supported', 'by', 'richly', 'bittersweet', 'hop', 'flowers']","Sidamo (also Sidama) growing region, south-central Ethiopia",22.00/12 ounces,Medium-Light,Nostalgia Coffee Roasters,"San Diego, California",1.8333333333333333
615,Colombia Java El Eden,94,8.0,9,9,9,"['bright', 'citrusy', 'floral-toned', 'pink', 'grapefruit', 'zest', 'lemon', 'thyme', 'baking', 'chocolate', 'date', 'lilac', 'in', 'aroma', 'and', 'cup', 'crisply', 'sweet', 'structure', 'with', 'balanced', 'acidity;', 'very', 'smooth', 'satiny', 'mouthfeel', 'citrusy', 'finish', 'with', 'undertones', 'of', 'baking', 'chocolate']","Tolima Department, Colombia",19.95/12 ounces,Medium-Light,Durango Coffee Company,"Durango, Colorado",1.6625
616,Colombia Planadas Tolima,93,8.0,9,9,9,"['crisply', 'sweet-savory', 'deep-toned', 'concord', 'grape', 'baking', 'spices', 'dark', 'chocolate', 'tea', 'rose', 'the', 'scent', 'of', 'balsa', 'wood', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'brisk', 'acidity;', 'very', 'full', 'viscous', 'mouthfeel', 'crisp', 'sweetly', 'wood-framed', 'finish', 'with', 'undertones', 'of', 'baking', 'spices']","Tolima Department, Colombia",23.00/12 ounces,Light,Jaunt Coffee Roasters,"San Diego, California",1.9166666666666667
617,100% Kona Bourbon Pointu Laurina,95,9.0,9,9,9,"['richly', 'aromatic', 'deeply', 'sweet', 'dark', 'chocolate', 'blackberry', 'honeysuckle', 'fresh-cut', 'oak', 'lemon', 'balm', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'lively', 'acidity;', 'delicately', 'satiny', 'mouthfeel', 'rich', 'chocolate', 'and', 'fresh', 'blackberry', 'notes', 'dominate', 'in', 'a', 'flavor-saturated', 'finish']","Holualoa, North Kona growing district, “Big Island” of Hawai’i",62.95/8 ounces,Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawaii",7.86875
618,Puna Arakawa Estate Lactic Natural,95,9.0,9,9,9,"['deeply', 'floral', 'richly', 'spice-toned', 'passionfruit', 'wild', 'honey', 'cocoa', 'nib', 'spiced', 'rum', 'narcissus', 'in', 'aroma', 'and', 'cup', 'sweetly', 'savory', 'structure', 'with', 'balanced', 'high-toned', 'acidity;', 'crisply', 'satiny', 'mouthfeel', 'floral', 'and', 'fruit-forward', 'finish', 'with', 'crisp', 'cocoa', 'undertones']","Kurtistown, Puna, “Big Island” of Hawai’i",30.00/4 ounces,Medium-Light,Paradise Roasters,"Minneapolis, Minnesota",7.5
619,Ethiopia Tamiru Tadesse Natural,95,9.0,9,9,9,"['crisply', 'sweet', 'gently', 'tart', 'red', 'plum', 'dark', 'chocolate', 'freesia-like', 'flowers', 'cedar', 'honey', 'in', 'aroma', 'and', 'cup', 'brightly', 'sweet', 'structure', 'with', 'crisp', 'lively', 'acidity;', 'viscous', 'satiny', 'mouthfeel', 'the', 'finish', 'centers', 'around', 'notes', 'of', 'red', 'plum', 'and', 'dark', 'chocolate']","Sidamo (also Sidama) growing region, south-central Ethiopia",26.50/4 ounces,Light,Genesis Coffee Lab,"Big Lake, Alaska",6.625
620,Laura’s Reserve SL34,96,9.0,9,9,10,"['harmoniously', 'balanced', 'deep-toned', 'bright', 'nectarine', 'cocoa', 'nib', 'pink', 'grapefruit', 'zest', 'star', 'jasmine', 'marjoram', 'in', 'aroma', 'and', 'cup', 'richly', 'sweet-savory', 'structure', 'with', 'malic', 'apple-toned', 'acidity;', 'plush', 'syrupy-smooth', 'mouthfeel', 'the', 'satisfying', 'finish', 'carries', 'over', 'all', 'the', 'flavor', 'notes', 'from', 'the', 'cup', '']","Holualoa, North Kona growing district, “Big Island” of Hawai’i",62.95/8 ounces,Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawai’i",7.86875
621,Holiday Coffee,96,9.0,9,9,10,"['richly', 'sweet-savory', 'deep-toned', 'baking', 'spices', 'dark', 'chocolate', 'date', 'narcissus', 'tangerine', 'zest', 'in', 'aroma', 'and', 'cup', 'sweetly', 'savory', 'structure', 'with', 'juicy', 'resonant', 'acidity;', 'plush', 'creamy', 'mouthfeel', 'long', 'lingering', 'flavor-saturated', 'finish', 'that', 'leads', 'with', 'baking', 'spices', 'with', 'undertones', 'of', 'dark', 'chocolate', 'and', 'narcissus']","Holualoa, North Kona growing district, “Big Island” of Hawai’i",49.95/8 ounces,Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawaii",6.24375
