,title,rating,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,est_price,roast_level,roaster,roaster_location,dollars_per_ounce
622,Costa Rica Salazar Black Honey,88,7.0,8,8,8,"['crisply', 'sweet', 'pecan', 'red', 'apple', 'oak', 'caramel', 'lily', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'crisply', 'brisk', 'acidity;', 'velvety', 'mouthfeel', 'the', 'gently', 'drying', 'finish', 'centers', 'around', 'pecan', 'and', 'oak', 'notes']","Llano Bonito de Narajo, Alajuela Province, Costa Rica",21.00/12 ounces,Medium-Light,King's Gambit Coffee,"Belvedere, New Jersey",1.75
623,Colombia La Estrella Carbonic Maceration,93,8.0,9,9,9,"['delicately', 'and', 'confidently', 'sweet', 'watermelon', 'candy', 'lemon-thyme', 'cocoa', 'nib', 'freesia', 'fresh-cut', 'oak', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'brisk', 'acidity;', 'very', 'smooth', 'full', 'mouthfeel', 'sweetly', 'herbaceous', 'finish']","Huila Department, Colombia",28.00/12 ounces,Medium-Light,Peach Coffee Roasters,"Johns Creek, Georgia",2.333333333333333
624,Ethiopia Olonso Qeka,94,8.0,9,9,9,"['fruit-driven', 'floral', 'and', 'chocolaty', 'chocolate', 'fudge', 'dried', 'black', 'cherry', 'lavender', 'amber', 'honey', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'very', 'bright', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'the', 'resonant', 'finish', 'consolidates', 'to', 'notes', 'of', 'chocolate', 'and', 'black', 'cherry', 'with', 'amber', 'undertones']","Sidamo (also Sidama) growing region, south-central Ethiopia",35.00/300 grams,Medium-Light,Theory Coffee Roasters,"Redding, California",3.3074445473847183
625,Organic 18 Rabbits Honduras,91,8.0,8,8,9,"['quietly', 'nuanced', 'nut-forward', 'hazelnut', 'caramel', 'grapefruit', 'fresh-cut', 'fir', 'a', 'hint', 'of', 'gardenia', 'in', 'aroma', 'and', 'cup', 'sweetly', 'brisk', 'structure;', 'velvety', 'mouthfeel', 'the', 'nut-toned', 'finish', 'is', 'supported', 'by', 'caramel', 'and', 'spice-toned', 'florals']","Marcala, Honduras",12.99/12 ounces,Medium-Light,Cafe Kreyol,"Manassas, Virginia",1.0825
626,Ethiopia Gora Kone Sidamo,92,8.0,9,8,9,"['brightly', 'sweet-tart', 'pomegranate', 'cedar', 'baking', 'chocolate', 'freesia-like', 'flowers', 'brown', 'sugar', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'pert', 'acidity;', 'crisp', 'velvety', 'mouthfeel', 'the', 'gently', 'drying', 'finish', 'leads', 'with', 'notes', 'of', 'baking', 'chocolate', 'and', 'freesia', 'rounding', 'to', 'cedar', 'and', 'brown', 'sugar', 'in', 'the', 'long']","Sidamo (also Sidama) growing region, south-central Ethiopia",20.00/12 ounces,Medium-Light,Temple Coffee Roasters,"Sacramento, California",1.6666666666666667
627,Bolivia Apolo Latin America Microlot,90,7.0,8,9,8,"['deep-toned', 'crisply', 'chocolaty', 'baking', 'chocolate', 'cashew', 'orange', 'zest', 'cedar', 'date', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'gentle', 'acidity;', 'full', 'creamy', 'mouthfeel', 'the', 'lightly', 'drying', 'finish', 'leads', 'with', 'notes', 'of', 'baking', 'chocolate', 'and', 'cedar']",Bolivia,15.99/12 ounces,Medium-Light,Cafe Kreyol,"Manassas, Virginia",1.3325
628,Kenya Gachatha Nyeri,93,8.0,9,9,9,"['delicately', 'sweet', 'deeply', 'savory', 'butterscotch', 'cocoa', 'nib', 'black', 'currant', 'frankincense', 'marjoram', 'in', 'aroma', 'and', 'cup', 'crisply', 'sweet-tart', 'structure', 'with', 'balanced', 'acidity;', 'full', 'syrupy-smooth', 'mouthfeel', 'the', 'cocoa-toned', 'finish', 'is', 'supported', 'by', 'notes', 'of', 'butterscotch', 'and', 'marjoram']","Nyeri growing region, south-central Kenya",23.50/12 ounces,Medium-Light,Temple Coffee Roasters,"Sacramento, California",1.9583333333333333
629,Ethiopian Sweet Lily,93,8.0,9,8,9,"['richly', 'sweet', 'floral-toned', 'magnolia', 'almond', 'maple', 'syrup', 'plum', 'myrrh', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'bright', 'juicy', 'acidity;', 'delicate', 'silky', 'mouthfeel', 'the', 'richly', 'drying', 'finish', 'centers', 'around', 'notes', 'of', 'almond', 'and', 'myrrh']","Guji Zone, Oromia Region, southern Ethiopia",15.99/12 ounces,Medium-Light,Cafe Kreyol,"Manassas, Virginia",1.3325
630,Karen J Kona Red Bourbon,95,9.0,9,9,9,"['floral-toned', 'delicately', 'chocolaty', 'lilac', 'cocoa', 'nib', 'red', 'currant', 'honey', 'pink', 'grapefruit', 'zest', 'in', 'aroma', 'and', 'cup', 'richly', 'sweet', 'structure;', 'bright', 'balanced', 'acidity', 'syrupy-smooth', 'mouthfeel', 'the', 'finish', 'leads', 'with', 'cocoa', 'nib', 'and', 'concludes', 'with', 'honey-toned', 'red', 'currant']","Holualoa, North Kona growing district, “Big Island” of Hawai’i",49.95/8 ounces,Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawai’i",6.24375
631,Kenya Kainamui AB,94,8.0,9,9,9,"['juicy', 'bright', 'deeply', 'sweet-savory', 'candied', 'violet', 'black', 'cherry', 'honey', 'almond', 'butter', 'cedar', 'in', 'aroma', 'and', 'cup', 'richly', 'sweet', 'structure', 'with', 'bright', 'phosphoric', 'acidity;', 'satiny-full', 'mouthfeel', 'juicy', 'in', 'the', 'short', 'finish', 'with', 'notes', 'of', 'honey', 'and', 'black', 'cherry', 'in', 'the', 'long']","Kirinyaga County, Kenya",16.50/250 grams,Medium-Light,Coffee Cycle,"San Diego, California",1.871068629663355
632,Ethiopia Yirgacheffe Worka Sakaro Anaerobic,90,8.0,8,8,8,"['quietly', 'bittersweet', 'cocoa-toned', 'lime', 'zest', 'cocoa', 'powder', 'hop', 'flowers', 'cedar', 'persimmon', 'in', 'aroma', 'and', 'cup', 'bittersweet', 'structure', 'with', 'brisk', 'acidity;', 'lightly', 'satiny', 'mouthfeel', 'the', 'finish', 'centers', 'around', 'notes', 'of', 'cocoa', 'powder', 'and', 'hop', 'flowers']","Gedeb District, Gedeo Zone, southern Ethiopia",18.50/12 ounces,Light,Coffee By Design,"Portland, Maine",1.5416666666666667
633,Guatemala CODECH Women’s Lot,90,8.0,8,8,8,"['rich-toned', 'sweetly', 'nutty', 'almond', 'butter', 'baking', 'chocolate', 'date', 'magnolia', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'gently', 'brisk', 'acidity;', 'full', 'satiny\nmouthfeel', 'the', 'finish', 'is', 'nut-driven', 'with', 'undertones', 'of', 'baking', 'chocolate', 'and', 'cedar']","Concepción Huista, Huehuetenango Department, Guatemala",15.00/12 ounces,Medium-Light,Mr. Espresso,"Oakland, California",1.25
634,Ethiopia Nano Genji #10,92,8.0,9,8,9,"['vibrant', 'richly', 'chocolaty', 'baking', 'chocolate', 'orange', 'grapefruit', 'zest', 'apricot', 'almond', 'lemon-thyme', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'brisk', 'acidity;', 'full', 'velvety', 'mouthfeel', 'citrusy', 'chocolate-toned', 'finish', 'with', 'undertones', 'of', 'sweet', 'herbs']","Guji Zone, Oromia Region, southern Ethiopia",16.00/250 grams,Medium-Light,Coffee Cycle,"San Diego, California",1.814369580279617
635,Ethiopia Lecho Torka,92,8.0,9,8,9,"['flavor-saturated', 'sweetly', 'tart', 'candy', 'apple', 'lime', 'zest', 'cocoa', 'nib', 'freesia-like', 'flowers', 'fresh-cut', 'fir', 'in', 'aroma', 'and', 'cup', 'gently', 'tart', 'structure', 'with', 'crisp', 'acidity;', 'velvety-smooth', 'mouthfeel', 'wood-framed', 'finish', 'with', 'undertones', 'of', 'cocoa', 'nib', 'and', 'lime', 'zest']","Guji Zone, Oromia Region, southern Ethiopia",20.00/12 ounces,Medium-Light,Old Soul Co.,"Sacramento, California",1.6666666666666667
636,Ethiopia Sidama Durato Bombe,91,8.0,8,8,9,"['aromatic', 'wood-framed', 'berry-toned', 'berry', 'melange', 'fresh-cut', 'cedar', 'agave', 'syrup', 'lily', 'grapefruit', 'zest', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'gentle', 'round', 'acidity;', 'crisp', 'silky', 'mouthfeel', 'wood-framed', 'finish', 'with', 'berry', 'and', 'grapefruit', 'undertones']","Bombe mountains, Sidama Region, southern Ethiopia",18.50/16 ounces,Medium-Light,Coffee By Design,"Portland, Maine",1.15625
637,Organic Ethiopia Shantawene Natural,92,8.0,8,9,9,"['crisp', 'lively', 'citrus-toned', 'meyer', 'lemon', 'zest', 'plum', 'cocoa', 'nib', 'freesia-like', 'flowers', 'agave', 'syrup', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'brisk', 'acidity;', 'full', 'syrupy-smooth', 'mouthfeel', 'the', 'finish', 'leads', 'with', 'meyer', 'lemon', 'and', 'cocoa', 'notes', 'supported', 'by', 'a', 'hint', 'of', 'agave', 'syrup']","Sidama (also Sidamo) growing region, southern Ethiopia",17.00/12 ounces,Medium-Light,Mr. Espresso,"Oakland, California",1.4166666666666667
638,Las Brisas Colombia,93,8.0,9,8,9,"['crisp', 'vibrant', 'high-toned', 'red', 'grape', 'milk', 'chocolate', 'freesia-like', 'flower', 'hazelnut', 'a', 'hint', 'of', 'rosemary', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'with', 'juicy-bright', 'acidity;', 'satiny-smooth', 'mouthfeel', 'sweetly', 'herbaceous', 'gently', 'floral', 'finish']","Paez region, Cauca Department, Colombia",16.20/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.35
639,SL28,94,8.0,9,9,9,"['crisply', 'sweet-tart', 'balanced', 'bright', 'nectarine', 'narcissus', 'meyer', 'lemon', 'zest', 'nougat', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'lively', 'almost', 'effervescent', 'acidity;', 'satiny-smooth', 'fluffy', 'mouthfeel', 'the', 'lingering', 'finish', 'leads', 'with', 'notes', 'of', 'nectarine', 'and', 'narcissus', 'rounding', 'to', 'nougat', 'in', 'the', 'long']","North Kona growing district, “Big Island” of Hawai’i",33.00/8 ounces,Medium-Light,Hala Tree Kona Coffee,"Captain Cook, Hawai’i",4.125
640,Guji Ethiopia Washed,94,8.0,9,9,9,"['subtly', 'complex', 'deeply', 'sweet', 'star', 'jasmine', 'cocoa', 'nib', 'mango', 'frankincense', 'spearmint', 'in', 'aroma', 'and', 'cup', 'bright', 'juicy', 'acidity;', 'viscous', 'syrupy', 'mouthfeel', 'the', 'balanced', 'finish', 'leads', 'with', 'notes', 'of', 'star', 'jasmine', 'and', 'mango', 'followed', 'by', 'cocoa', 'suggestions']","Guji Zone, Oromia Region, southern Ethiopia",17.99/12 ounces,Light,Peach Coffee Roasters,"Johns Creek, Georgia",1.4991666666666663
641,5S Select Coffee Bean,93,8.0,9,8,9,"['evaluated', 'as', 'espresso', 'balanced', 'deeply', 'sweet', 'chocolaty', 'dark', 'chocolate', 'slightly', 'scorched', 'cedar', 'apricot', 'orange', 'zest', 'lily', 'in', 'aroma', 'and', 'small', 'cup', 'crisp', 'syrupy', 'mouthfeel;', 'sweet', 'gently', 'drying', 'finish', 'in', 'three', 'parts', 'milk', 'quite', 'chocolaty', 'and', 'balanced', 'with', 'attractive', 'cedar', 'undertones']",Ethiopia; Brazil; Guatemala; Colombia,28.80/500 grams,Medium,Belray Coffee,"Shanghai, China",1.6329326222516554
642,El Salvador Malacara B Orange,93,8.0,9,8,9,"['bright', 'juicy', 'crisply', 'sweet', 'toffee', 'orange', 'zest', 'oak', 'magnolia', 'vanilla', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'vibrant', 'acidity;', 'crisp', 'satiny', 'mouthfeelthe', 'finish', 'leads', 'with', 'citrus', 'and', 'magnolia', 'notes', 'in', 'the', 'short', 'rounding', 'to', 'vanilla-toned', 'toffee', 'in', 'the', 'long']","antón Montañita, Volcán Santa Ana, El Salvador",24.00/12 ounces,Medium-Light,Cafe Grumpy,"Brooklyn, New York",2.0
643,Colombia Finca El Caucho Pink Bourbon,95,9.0,9,9,9,"['very', 'sweet', 'floral-toned', 'freesia', 'pink', 'grapefruit', 'zest', 'wild', 'honey', 'guava', 'oak', 'in', 'aroma', 'and', 'cup', 'balanced', 'richly', 'sweet', 'structure', 'with', 'high-toned', 'acidity;', 'viscous', 'satiny', 'mouthfeel', 'the', 'flavor-saturated', 'finish', 'centers', 'around', 'notes', 'of', 'freesia', 'and', 'pink', 'grapefruit', 'zest']","Huila, Colombia",16.95/6 ounces,Light,Paradise Roasters,"Minneapolis, Minnesota",2.825
644,Dafis Abafita Natural Ethiopia,95,9.0,9,9,9,"['subtly', 'complex', 'nuanced', 'high-toned', 'mulberry', 'cocoa', 'nib', 'tangerine', 'zest', 'thyme', 'agave', 'syrup', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'bright', 'juicy', 'acidity;', 'plush', 'viscous', 'mouthfeel', 'the', 'resonant', 'flavor-saturated', 'finish', 'carries', 'forward', 'all', 'the', 'flavor', 'notes', 'from', 'the', 'cup']","Oromia Region, Jimma Zone, Ethiopia",21.50/12 ounces,Light,PT's Coffee Roasting Co.,"Topeka, Kansas",1.7916666666666667
645,Panama Hacienda La Esmeralda Gesha,96,9.0,9,9,10,"['complex', 'floral-', 'and', 'citrus-toned', 'lilac', 'cocoa', 'nib', 'tangerine', 'zest', 'apricot', 'sandalwood', 'in', 'aroma', 'and', 'cup', 'delicately', 'sweet-tart', 'with', 'juicy', 'acidity;', 'very', 'full', 'syrupy', 'mouthfeel', 'the', 'deeply', 'flavor-saturated', 'finish', 'resonates', 'on', 'and', 'on']","Boquete growing region, western Panama",56.00/8 ounces,Medium-Light,Big Shoulders Coffee,"Chicago, Illinois",7.0
646,Honey Typica Anaerobic,95,9.0,9,9,9,"['complex', 'richly', 'tart', 'with', 'compelling', 'savory', 'undertones', 'dark', 'chocolate', 'pomegranate', 'yogurt', 'almond', 'brittle', 'sandalwood', 'freesia-like', 'flowers', 'in', 'aroma', 'and', 'cup', 'balanced', 'structure', 'with', 'juicy', 'citrusy', 'acidity;', 'very', 'full', 'syrupy', 'mouthfeel', 'the', 'flavor-laden', 'finish', 'carries', 'over', 'all', 'the', 'notes', 'from', 'the', 'cup', 'dark', 'chocolate', 'and', 'pomegranate', 'in', 'particular']","North Kona growing district, “Big Island” of Hawai’i",75.00/16 ounces,Medium-Light,Hala Tree Kona Coffee,"Captain Cook, Hawai’i",4.6875
647,Shantawene Ethiopia Daya Bensa Natural,94,8.0,9,9,9,"['cleanly', 'fruit-toned', 'bright', 'and', 'lively', 'honeydew', 'melon', 'dark', 'chocolate', 'hop', 'flowers', 'lemon', 'verbena', 'fresh-cut', 'oak', 'in', 'aroma', 'and', 'cup', 'richly', 'bittersweet', 'in', 'structure', 'balanced', 'with', 'juicy', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'the', 'finish', 'centers', 'around', 'notes', 'of', 'honeydew', 'and', 'chocolate', 'with', 'brisk', 'undertones', 'of', 'hop', 'flowers']","Sidamo (also Sidama) growing region, south-central Ethiopia",19.00/12 ounces,Light,Cafe Virtuoso,"San Diego, California",1.5833333333333333
648,Ethiopia Sidama Bona Washed G1,94,8.0,9,9,9,"['sweetly', 'pungent', 'complex', 'apricot', 'cocoa', 'nib', 'narcissus', 'cedar', 'almond', 'butter', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'bright', 'juicy', 'acidity;', 'full', 'syrupy', 'mouthfeel', 'the', 'cocoa-driven', 'finish', 'is', 'supported', 'by', 'notes', 'of', 'dried', 'stone', 'fruit', 'and', 'spicy-sweet', 'florals']","Sidamo (also Sidama) growing region, south-central Ethiopia",29.00/8 ounces,Medium-Light,Singsun Coffee,"Hsinchu, Taiwan",3.625
649,Ethiopia Yirgacheffe G1 Natural Asfaw Maru,94,8.0,9,9,9,"['fruit-forward', 'richly', 'sweet', 'berry', 'melange', '(blueberry', 'raspberry', 'blackberry)', 'chocolate', 'fudge', 'sandalwood', 'molasses', 'narcissus-like', 'flowers', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'juicy', 'acidity;', 'creamy', 'viscous', 'mouthfeel', 'the', 'resonant', 'finish', 'centers', 'around', 'notes', 'of', 'chocolate', 'fudge', 'and', 'blueberry']","Yirgacheffe growing region, southern Ethiopia",16.95/12 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana",1.4125
650,Colombia Asobombo Inza,94,8.0,9,9,9,"['high-toned', 'crisply', 'sweet-tart', 'concord', 'grape', 'rhododendron', 'cocoa', 'nib', 'sandalwood', 'maple', 'syrup', 'in', 'aroma', 'and', 'cup', 'brightly', 'sweet', 'structure', 'with', 'tart', 'juicy', 'acidity;', 'very', 'plush', 'syrupy', 'mouthfeel', 'the', 'resonant', 'finish', 'consolidates', 'to', 'notes', 'of', 'cocoa', 'nib', 'and', 'maple', 'syrup', 'with', 'undertones', 'of', 'concord', 'grape']","Cauca, Colombia",16.00/12 ounces,Light,Flight Coffee Co.,"Bedford, New Hampshire",1.3333333333333333
651,Ethiopia Reko Yirgacheffe,94,8.0,9,9,9,"['richly', 'sweet', 'deeply', 'aromatic', 'floral-toned', 'plum', 'meyer', 'lemon', 'zest', 'tea', 'rose', 'sandalwood', 'maple', 'syrup', 'in', 'aroma', 'and', 'cup', 'balanced', 'sweetly', 'tart', 'structure;', 'smooth', 'syrupy', 'mouthfeel', 'notes', 'of', 'tea', 'rose', 'and', 'sandalwood', 'permeate', 'the', 'rich', 'finish']","Yirgacheffe growing region, Ethiopia",20.50/12 ounces,Medium-Light,Temple Coffee Roasters,"Sacramento, California",1.7083333333333333
652,Thailand Doi Pangkhon Dark Roast,92,8.0,9,8,9,"['crisply', 'tart', 'chocolaty', 'lime', 'zest', 'dried', 'apricot', 'chocolate', 'fudge', 'agave', 'syrup', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'gentle', 'round', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'the', 'deep', 'finish', 'is', 'richly', 'drying', 'very', 'chocolaty', '']","Doi Pangkhon, Thailand",18.95/12 ounces,Medium,Paradise Roasters,"Minneapolis, Minnesota",1.5791666666666666
653,Taiwan Natural Medium Roast,92,7.0,9,9,9,"['sweet-toned', 'fruit-centered', 'raisin', 'brown', 'sugar', 'lemon', 'zest', 'prairie', 'flowers', 'oak', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'brisk', 'acidity;', 'medium-bodied', 'velvety-smooth', 'mouthfeel', 'the', 'gently', 'drying', 'finish', 'consolidates', 'to', 'notes', 'of', 'brown', 'sugar', 'and', 'oak', 'with', 'hints', 'of', 'lemon', 'zest']",Taiwan,19.99/8 ounces,Medium-Light,The Formosa Coffee,"Hastings-on-Hudson, New York",2.49875
654,Kona Pumpkin Spice Anaerobic,93,8.0,9,9,9,"['sweetly', 'spice-toned', 'cinnamon', 'cocoa', 'powder', 'plum', 'ginger', 'blossom', 'narcissus', 'in', 'aroma', 'and', 'cup', 'richly', 'sweet', 'structure', 'with', 'round', 'acidity;', 'full', 'satiny', 'mouthfeel', 'the', 'spice-toned', 'finish', 'centers', 'on', 'cinnamon', 'and', 'gingerbread', 'suggestions']","Kona, Big Island of Hawai’i",24.95/4 ounces,Medium-Light,Paradise Roasters,"Minneapolis, Minnesota",6.2375
655,CBD Coffee Dark Roast,84,7.0,7,7,7,"['chocolaty', 'smoke-toned', 'sweetly', 'savory', 'dark', 'chocolate', 'scorched', 'mesquite', 'vanillin', 'gardenia', 'prune', 'in', 'aroma', 'and', 'cup', 'sweet-savory', 'structure', 'with', 'very', 'little', 'acidity;', 'light-bodied', 'smooth', 'mouthfeel', 'wood-framed', 'finish', 'with', 'hints', 'of', 'smoky', 'chocolate']","Kona growing region, Big Island of Hawai’i",25.00/8 ounces,Medium-Dark,Rooster Roastery,"Captain Cook, Hawai’i",3.125
656,Laura’s Reserve SL34,95,9.0,9,9,9,"['balanced', 'complex', 'rich-toned', 'cocoa', 'nib', 'pluot', 'tangerine', 'zest', 'star', 'jasmine', 'lemon', 'verbena', 'in', 'aroma', 'and', 'cup', 'deeply', 'sweet', 'high-toned', 'structure', 'with', 'juicy', 'vibrant', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'the', 'long', 'resonant', 'finish', 'maintains', 'the', 'multi-layered', 'notes', 'from', 'the', 'cup']","Holualoa, North Kona growing district, “Big Island” of Hawai'i",62.95/8 ounces,Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawai’i",7.86875
657,Ethiopia Chelbessa Danche,93,8.0,9,9,9,"['delicately', 'fruit-toned', 'floral', 'strawberry', 'narcissus', 'lemon', 'verbena', 'cocoa', 'nib', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'gentle', 'round', 'acidity;', 'full', 'syrupy', 'mouthfeel', 'the', 'richly', 'sweet', 'finish', 'consolidates', 'to', 'cocoa-toned', 'narcissus', 'and', 'strawberry']","Gedeb District, Gedeo Zone, southern Ethiopia",20.00/12 ounces,Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida",1.6666666666666667
658,Ethiopia Banko Gotiti,94,8.0,9,9,9,"['delicate', 'spice-toned', 'richly', 'aromatic', 'narcissus-like', 'flowers', 'cocoa', 'nib', 'peach', 'lemon', 'verbena', 'a', 'hint', 'of', 'eucalyptus', 'wood', 'in', 'aroma', 'and', 'cup', 'high-toned', 'vibrant', 'acidity;', 'full', 'syrupy', 'mouthfeel', 'the', 'deep', 'cocoa-toned', 'finish', 'centers', 'around', 'notes', 'of', 'narcissus', 'and', 'peach']","Kochere, Yirgacheffe growing region, south-central Ethiopia",19.50/12 ounces,Medium-Light,PT's Coffee Roasting Co.,"Topeka, Kansas",1.625
659,Ethiopia Yabitu Koba,94,8.0,9,9,9,"['crisp', 'delicate', 'richly', 'high-toned', 'apricot', 'cocoa', 'nib', 'honeysuckle', 'sandalwood', 'agave', 'syrup', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'lively', 'acidity;', 'full', 'syrupy-smooth', 'mouthfeel', 'cocoa-toned', 'apricot', 'and', 'honeysuckle', 'enliven', 'the', 'quiet', 'finish']","Guji Zone, southern Ethiopia",20.00/12 ounces,Medium-Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida",1.6666666666666667
660,Ethiopia Banko Gotiti,94,8.0,9,9,9,"['complex', 'intricate', 'deeply', 'sweet', 'star', 'jasmine', 'cocoa', 'nib', 'nectarine', 'frankincense', 'spearmint', 'in', 'aroma', 'and', 'cup', 'bright', 'juicy', 'acidity;', 'plush', 'velvety', 'mouthfeel', 'resonant', 'flavor-saturated', 'finish', 'leads', 'with', 'notes', 'of', 'star', 'jasmine', 'and', 'nectarine', 'balanced', 'by', 'suggestions', 'of', 'crisp', 'cocoa']","Kochere, Yirgacheffe growing region, south-central Ethiopia",20.00/12 ounces,Medium-Light,Bird Rock Coffee Roasters,"San Diego, California",1.6666666666666667
